"image_path","caption"
"Images/1048710776_bb5b0a5c7c.jpg","Crowd of people at the beach ."
"Images/1048710776_bb5b0a5c7c.jpg","Several young people sitting on a rail above a crowded beach ."
"Images/105342180_4d4a40b47f.jpg","A girl paddling down a large river , as seen from behind her ."
"Images/105342180_4d4a40b47f.jpg","A woman kayaking down a river ."
"Images/105342180_4d4a40b47f.jpg","A woman paddles a boat down a river ."
"Images/105342180_4d4a40b47f.jpg","A woman with a paddle ."
"Images/105342180_4d4a40b47f.jpg","A woman with a paddle sits in a boat on the water ."
"Images/1053804096_ad278b25f1.jpg","A girl in pigtails splashes in the shallow water ."
"Images/1053804096_ad278b25f1.jpg","A girls plays in the surf ."
"Images/1053804096_ad278b25f1.jpg","a girl with pigtails is playing in the ocean by the beach ."
"Images/1053804096_ad278b25f1.jpg","A girl with pigtails plays in the water ."
"Images/1053804096_ad278b25f1.jpg","A young girl in pigtails plays in the water ."
"Images/1055753357_4fa3d8d693.jpg","Two constructions workers sit on a beam taking a break ."
"Images/1055753357_4fa3d8d693.jpg","Two construction workers are sitting up on the side of a building ."
"Images/1055753357_4fa3d8d693.jpg","Two construction workers sitting on an I-beam ."
"Images/1055753357_4fa3d8d693.jpg","Two construction workers take a seat on a steel beam ."
"Images/1055753357_4fa3d8d693.jpg","Two men take a break from construction ."
"Images/1056249424_ef2a2e041c.jpg","The children are playing in the water ."
"Images/1056249424_ef2a2e041c.jpg","Two boys , one with a yellow and orange ball , play in some water in front of a field ."
"Images/1056249424_ef2a2e041c.jpg","Two boys play in a puddle ."
"Images/1056249424_ef2a2e041c.jpg","Two children play with a balloon in mud on a sunny day ."
"Images/1056249424_ef2a2e041c.jpg","Two kids are running and playing in some water ."
"Images/1056338697_4f7d7ce270.jpg","A blond woman in a blue shirt appears to wait for a ride ."
"Images/1056338697_4f7d7ce270.jpg","A blond woman is on the street hailing a taxi ."
"Images/1056338697_4f7d7ce270.jpg","A woman is signaling is to traffic , as seen from behind ."
"Images/1056338697_4f7d7ce270.jpg","A woman with blonde hair wearing a blue tube top is waving on the side of the street ."
"Images/1056338697_4f7d7ce270.jpg","The woman in the blue dress is holding out her arm at oncoming traffic ."
"Images/1056359656_662cee0814.jpg","A little girl looking at a brochure on train rides"
"Images/1056359656_662cee0814.jpg","a young blond girl with a magizine in her hands"
"Images/1056359656_662cee0814.jpg","A young girl on a train reads a book about train rides ."
"Images/1056359656_662cee0814.jpg","A young girl sits on a seat and looks at a train pamphlet ."
"Images/1056359656_662cee0814.jpg","Child sitting down looking at train ride brochure"
"Images/1056873310_49c665eb22.jpg","A brown dog is running after a black dog on a rocky shore ."
"Images/1056873310_49c665eb22.jpg","A brown dog is running after the black dog ."
"Images/1056873310_49c665eb22.jpg","Two dogs playing on a beach ."
"Images/1056873310_49c665eb22.jpg","Two dogs run across stones near a body of water ."
"Images/1056873310_49c665eb22.jpg","Two dogs run towards each other on a rocky area with water in the background ."
"Images/1057089366_ca83da0877.jpg","A boy descends off the end of a high diving board ."
"Images/1057089366_ca83da0877.jpg","A child jumps off a high diving board into the pool ."
"Images/1057089366_ca83da0877.jpg","A kid jumps off the diving board and into the swimming pool below ."
"Images/1057089366_ca83da0877.jpg","A little kid is jumping off a high dive at the pool ."
"Images/1057089366_ca83da0877.jpg","The boy is jumping off a high diving board into the pool ."
"Images/1057210460_09c6f4c6c1.jpg","A guy stands by a window taking his overshirt off ."
"Images/1057210460_09c6f4c6c1.jpg","A man in a tank top stands next to a chrome door ."
"Images/1057210460_09c6f4c6c1.jpg","A man puts his shirt on near an elevator ."
"Images/1057210460_09c6f4c6c1.jpg","A man stands by an elevator with his head down ."
"Images/1057210460_09c6f4c6c1.jpg","The man is putting on his shirt near an elevator ."
"Images/1057251835_6ded4ada9c.jpg","A light-colored dog runs on the beach ."
"Images/1057251835_6ded4ada9c.jpg","A small yellow dog runs on a beach"
"Images/1057251835_6ded4ada9c.jpg","A tan dog runs on a sandy beach ."
"Images/1057251835_6ded4ada9c.jpg","A white dog is running down a rocky beach ."
"Images/1057251835_6ded4ada9c.jpg","Light brown dog running along the beach ."
"Images/106490881_5a2dd9b7bd.jpg","A boy in his blue swim shorts at the beach ."
"Images/106490881_5a2dd9b7bd.jpg","A boy smiles for the camera at a beach ."
"Images/106490881_5a2dd9b7bd.jpg","A young boy in swimming trunks is walking with his arms outstretched on the beach ."
"Images/106490881_5a2dd9b7bd.jpg","Children playing on the beach ."
"Images/106490881_5a2dd9b7bd.jpg","The boy is playing on the shore of an ocean ."
"Images/106514190_bae200f463.jpg","A hiker standing high on a bluff overlooking the mountains below ."
"Images/106514190_bae200f463.jpg","a person on ski 's looks from hill over snow covered landscape"
"Images/106514190_bae200f463.jpg","A skier is overlooking a snow-covered mountain ."
"Images/106514190_bae200f463.jpg","A skier is overlooking the beautiful white snow covered landscape ."
"Images/106514190_bae200f463.jpg","A skier pauses on a mountaintop ."
"Images/1067180831_a59dc64344.jpg","A black and white dog is attempting to catch a yellow and purple object in a low cut yard ."
"Images/1067180831_a59dc64344.jpg","A black and white dog jumps after a yellow toy ."
"Images/1067180831_a59dc64344.jpg","a black and white dog jumps to get the Frisbee ."
"Images/1067180831_a59dc64344.jpg","A black dog is jumping up to catch a purple and green toy ."
"Images/1067180831_a59dc64344.jpg","A dog jumps to catch a toy ."
"Images/1067675215_7336a694d6.jpg","A man in blue shorts is laying in the street ."
"Images/1067675215_7336a694d6.jpg","A man in blue shorts lays down outside in a parking lot ."
"Images/1067675215_7336a694d6.jpg","A man laying down in middle of street during heavy traffic ."
"Images/1067675215_7336a694d6.jpg","A man lies on a mat in a parking lot between a brown SUV and a yellow pickup with an open door ."
"Images/1067675215_7336a694d6.jpg","A shirtless man is laying down in the middle of a busy street ."
"Images/1067790824_f3cc97239b.jpg","A white and black dog and a brown dog in sandy terrain ."
"Images/1067790824_f3cc97239b.jpg","A woolly dog chases a Doberman on a beach ."
"Images/1067790824_f3cc97239b.jpg","One dog is chasing another one on the beach ."
"Images/1067790824_f3cc97239b.jpg","The two large dogs are running through sand ."
"Images/1067790824_f3cc97239b.jpg","Two large dogs chasing each other at the beach ."
"Images/1072153132_53d2bb1b60.jpg","A black and white dog catches a toy in midair ."
"Images/1072153132_53d2bb1b60.jpg","A dog and a tennis ball ."
"Images/1072153132_53d2bb1b60.jpg","A dog is jumping to catch a object thrown at it ,"
"Images/1072153132_53d2bb1b60.jpg","A dog leaps while chasing a tennis ball through a grassy field ."
"Images/1072153132_53d2bb1b60.jpg","A multicolor dog jumping to catch a tennis ball in a grassy field ."
"Images/107318069_e9f2ef32de.jpg","A crowd watching air balloons at night ."
"Images/107318069_e9f2ef32de.jpg","A group of hot air balloons lit up at night ."
"Images/107318069_e9f2ef32de.jpg","People are watching hot air balloons in the park ."
"Images/107318069_e9f2ef32de.jpg","People watching hot air balloons ."
"Images/107318069_e9f2ef32de.jpg","Seven large balloons are lined up at nighttime near a crowd ."
"Images/1075716537_62105738b4.jpg","A child with a helmet on his head rides a bike ."
"Images/1075716537_62105738b4.jpg","A little boy rides a bike down a hill on a miniature dirt bike ."
"Images/1075716537_62105738b4.jpg","A young boy in a helmet rides a bike on the road ."
"Images/1075716537_62105738b4.jpg","The little boy rides his bicycle in a race ."
"Images/1075716537_62105738b4.jpg","The young boy pedals quickly at a BMX race ."
"Images/107582366_d86f2d3347.jpg","A group of eight people are gathered around a table at night ."
"Images/107582366_d86f2d3347.jpg","A group of people gathered around in the dark ."
"Images/107582366_d86f2d3347.jpg","A group of people sit around a table outside on a porch at night ."
"Images/107582366_d86f2d3347.jpg","A group of people sit outdoors together at night ."
"Images/107582366_d86f2d3347.jpg","A group of people sitting at a table in a darkened room ."
"Images/1075867198_27ca2e7efe.jpg","A man in a brown shirt and dark shorts plays on the beach with his two black dogs ."
"Images/1075867198_27ca2e7efe.jpg","A man in shorts with two black dogs holds a ball throwing toy at the beach ."
"Images/1075867198_27ca2e7efe.jpg","a man playing with two black dogs on the beach"
"Images/1075867198_27ca2e7efe.jpg","A man with two dogs on a beach"
"Images/1075867198_27ca2e7efe.jpg","Man at the beach with two dogs ."
"Images/1075881101_d55c46bece.jpg","a boy cleans the bubbles off his face ."
"Images/1075881101_d55c46bece.jpg","A boy covered in suds has his face wiped clean ."
"Images/1075881101_d55c46bece.jpg","A boy is covered in bubbles ."
"Images/1075881101_d55c46bece.jpg","A child covered in foam is climbing on a black inflatable ramp ."
"Images/1075881101_d55c46bece.jpg","A person covered in soapy water is getting cleaned off ."
"Images/1077546505_a4f6c4daa9.jpg","A boy in blue shorts slides down a slide into a pool ."
"Images/1077546505_a4f6c4daa9.jpg","A boy in blue swimming trunks slides down a yellow slide into a wading pool with inflatable toys floating in the water ."
"Images/1077546505_a4f6c4daa9.jpg","A boy rides down a slide into a small backyard pool ."
"Images/1077546505_a4f6c4daa9.jpg","A boy sliding down a slide into a pool with colorful tubes ."
"Images/1077546505_a4f6c4daa9.jpg","A child is falling off a slide onto colored balloons floating on a pool of water ."
"Images/1077931201_1e0bb83105.jpg","A man in a wetsuit is throwing a baby wearing a wetsuit up into the air ."
"Images/1077931201_1e0bb83105.jpg","A man in a wetsuit is throwing a toddler up in the air and is ready to catch him ."
"Images/1077931201_1e0bb83105.jpg","A man in water throwing a little boy up in the air and waiting for him to come down so he can catch him ."
"Images/1077931201_1e0bb83105.jpg","The man is in the pool and throwing a small boy into the air ."
"Images/1077931201_1e0bb83105.jpg","While water droplets fly , a man throws a little boy up in the air ."
"Images/1079274291_9aaf896cc1.jpg","A little boy sticks his tongue out for the camera . Another boy looks on ."
"Images/1079274291_9aaf896cc1.jpg","Two boys make faces ."
"Images/1079274291_9aaf896cc1.jpg","Two young boys are looking at the camera , one smiling , the other sticking his tongue out ."
"Images/1079274291_9aaf896cc1.jpg","Two young boys look up at the camera as one sticks out his tongue ."
"Images/1079274291_9aaf896cc1.jpg","two young boys making silly faces ."
"Images/10815824_2997e03d76.jpg","A blonde horse and a blonde girl in a black sweatshirt are staring at a fire in a barrel ."
"Images/10815824_2997e03d76.jpg","A girl and her horse stand by a fire ."
"Images/10815824_2997e03d76.jpg","A girl holding a horse 's lead behind a fire ."
"Images/10815824_2997e03d76.jpg","A man , and girl and two horses are near a contained fire ."
"Images/10815824_2997e03d76.jpg","Two people and two horses watching a fire ."
"Images/1082252566_8c79beef93.jpg","A bulldog , a sheep dog , and a boxer standing in a yard ."
"Images/1082252566_8c79beef93.jpg","A large brown dog is pushing a small Boston terrier with his face while anouther dog watches ."
"Images/1082252566_8c79beef93.jpg","A large skinny dog stands near two smaller dogs int the dirt ."
"Images/1082252566_8c79beef93.jpg","There are three dogs starring at a ball in the middle of them ."
"Images/1082252566_8c79beef93.jpg","Three dogs of various sizes ."
"Images/1082379191_ec1e53f996.jpg","A lady and a man with no shirt sit on a dock ."
"Images/1082379191_ec1e53f996.jpg","A man and a woman are sitting on a dock together ."
"Images/1082379191_ec1e53f996.jpg","A man and a woman sitting on a dock ."
"Images/1082379191_ec1e53f996.jpg","A man and woman sitting on a deck next to a lake ."
"Images/1082379191_ec1e53f996.jpg","A shirtless man and a woman sitting on a dock ."
"Images/1084040636_97d9633581.jpg","A closeup of a white dog that is laying its head on its paws ."
"Images/1084040636_97d9633581.jpg","a large white dog lying on the floor ."
"Images/1084040636_97d9633581.jpg","A white dog has its head on the ground ."
"Images/1084040636_97d9633581.jpg","A white dog is resting its head on a tiled floor with its eyes open ."
"Images/1084040636_97d9633581.jpg","A white dog rests its head on the patio bricks ."
"Images/1084104085_3b06223afe.jpg","a woman in a yellow shirt and green shorts is climbing an artificial red wall whilst wearing a safety harness ."
"Images/1084104085_3b06223afe.jpg","A woman in blue shorts and a white shirt is indoor rock climbing ."
"Images/1084104085_3b06223afe.jpg","The girl is climbing a rock wall ."
"Images/1084104085_3b06223afe.jpg","The girl is in a harness , climbing rocks ."
"Images/1084104085_3b06223afe.jpg","Woman climbing an artificial rock wall ."
"Images/1087168168_70280d024a.jpg","A boy is jumping on an inflatable ring and a girl is watching him"
"Images/1087168168_70280d024a.jpg","A boy jumping on a water jumphouse"
"Images/1087168168_70280d024a.jpg","A teenage boy is jumping on an inflatable slide ."
"Images/1087168168_70280d024a.jpg","A young boy jumping and a young girl seating in an inflatable pool ."
"Images/1087168168_70280d024a.jpg","Two young kids are playing in the water on an inflated toy ."
"Images/1087539207_9f77ab3aaf.jpg","A family playing on a tractor on a beautiful day"
"Images/1087539207_9f77ab3aaf.jpg","Children ride a tractor in a field ."
"Images/1087539207_9f77ab3aaf.jpg","Several children playing on a Polaris vehicle outdoors ."
"Images/1087539207_9f77ab3aaf.jpg","The children played on the four wheeler in the field ."
"Images/1087539207_9f77ab3aaf.jpg","The four kids are riding on an ATV in a field ."
"Images/1088767354_2acee738cf.jpg","A woman in a red costume to the left of a man and woman standing together ."
"Images/1088767354_2acee738cf.jpg","A woman wearing a red costume looks at two other people standing on a street ."
"Images/1088767354_2acee738cf.jpg","A young woman in a red sequined costume and feather stands on the sidewalk ."
"Images/1088767354_2acee738cf.jpg","The girl in the salmon colored bikini is standing next to two young people ; one is wearing a black outfit and the other is drinking pop ."
"Images/1088767354_2acee738cf.jpg","Two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress ."
"Images/108898978_7713be88fc.jpg","Skiiers walking up the hill through a forest ."
"Images/108898978_7713be88fc.jpg","Two men are skiing in the snow in a wooded area ."
"Images/108898978_7713be88fc.jpg","Two people wearing yellow jackets cross-country skiing ."
"Images/108898978_7713be88fc.jpg","Two skiers are making their way through woodland ."
"Images/108898978_7713be88fc.jpg","Two skiers are sliding down a trail in the woods ."
"Images/108899015_bf36131a57.jpg","A lone skier is making their way up a mountain ."
"Images/108899015_bf36131a57.jpg","Skiiers at the top of a snow covered hill ."
"Images/108899015_bf36131a57.jpg","Two hikers climbing a snowy hill ."
"Images/108899015_bf36131a57.jpg","Two people are on a snow-covered mountain ."
"Images/108899015_bf36131a57.jpg","Two people climbing up a snowy mountain ."
"Images/1089181217_ee1167f7af.jpg","a brown dog running down a paved pathway"
"Images/1089181217_ee1167f7af.jpg","A brown dog running next to grass ."
"Images/1089181217_ee1167f7af.jpg","A dog is running down a road ."
"Images/1089181217_ee1167f7af.jpg","A light brown dog runs down a path happily ."
